TripID,Jounery_Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
94127,2024-06-30,NEW DELHI,LAXMI NAGAR,2.4,90.79,57.26,25,Tourist Card,off-peak
135160,2024-07-04,RAJIV CHOWK,CENTRAL SECRETARIAT,2.6,74.62,19.05,14,Tourist Card,weekend
111773,2022-09-28,NOIDA CITY CENTRE,PUNJABI BAGH,4.0,44.67,84.41,27,Smart Card,maintenance
35350,2022-03-28,KASHMERE GATE,HAUZ KHAS,2.58,139.46,101.03,26,Tourist Card,weekend
123243,2024-10-10,INDERLOK,PUNJABI BAGH,12.1,106.11,39.66,20,Tourist Card,peak
62882,2023-10-18,NEW DELHI,MANDI HOUSE,1.45,21.2,91.06,18,Tourist Card,peak
128522,2023-03-19,RAJIV CHOWK,NOIDA CITY CENTRE,3.7800000000000002,148.71,58.58,15,Tourist Card,off-peak
51496,2024-08-06,MODEL TOWN,PRAGATI MAIDAN,7.61,35.89,31.91,24,Smart Card,festival
28307,2023-03-25,JANAKPURI WEST,INDERLOK,9.97,104.29,10.77,28,Tourist Card,off-peak
16595,2023-12-16,CENTRAL SECRETARIAT,JASOLA VIHAR,4.08,62.92,40.85,15,Tourist Card,weekend
123401,2023-05-22,LAXMI NAGAR,NETAJI SUBHASH PLACE,0.61,69.66,100.87,23,Smart Card,weekend
129421,2023-01-09,HAUZ KHAS,JASOLA VIHAR,1.81,50.58,44.88,17,Smart Card,festival
111662,2024-10-28,AIIMS,SHIVAJI PARK,3.18,124.87,111.7,15,Single,weekend
61204,2022-02-23,HAUZ KHAS,CENTRAL SECRETARIAT,4.48,88.28,34.25,15,Single,maintenance
137694,2024-07-25,HAUZ KHAS,NEW DELHI,10.86,72.03,46.89,22,Single,peak
57436,2022-08-04,JANAKPURI WEST,BARAKHAMBA ROAD,2.05,47.92,10.67,28,Smart Card,peak
51427,2023-12-28,RAJIV CHOWK,CHANDNI CHOWK,5.95,199.71,43.79,29,Tourist Card,off-peak
124464,2023-10-17,KASHMERE GATE,NETAJI SUBHASH PLACE,0.79,22.97,52.71,27,Tourist Card,festival
49842,2024-01-28,RAJIV CHOWK,JASOLA VIHAR,0.76,151.77,61.35,21,Single,off-peak
112219,2023-02-17,NEW DELHI,JANAKPURI WEST,1.96,100.59,80.93,16,Tourist Card,peak
42227,2022-11-09,MANDI HOUSE,BARAKHAMBA ROAD,20.48,42.63,57.69,18,Single,maintenance
15451,2023-09-12,RAJIV CHOWK,KIRTI NAGAR,1.96,147.54,17.3,14,Smart Card,maintenance
125422,2022-05-12,DILSHAD GARDEN,RAJOURI GARDEN,3.66,49.67,112.44,21,Tourist Card,off-peak
24969,2023-02-16,RAJIV CHOWK,PRAGATI MAIDAN,3.46,123.56,56.79,14,Tourist Card,off-peak
108057,2024-08-14,NOIDA CITY CENTRE,LAXMI NAGAR,1.25,190.7,60.01,25,Tourist Card,weekend
29790,2023-05-22,CHANDNI CHOWK,AIIMS,3.84,159.01,41.46,15,Single,festival
81896,2022-03-11,LAXMI NAGAR,KALKAJI MANDIR,5.54,155.25,95.05,18,Smart Card,festival
76867,2022-09-18,RAJIV CHOWK,KALKAJI MANDIR,4.25,79.21,47.63,22,Single,weekend
149454,2023-01-12,RAJIV CHOWK,AIIMS,2.13,166.58,68.95,26,Single,off-peak
91993,2022-03-21,LAXMI NAGAR,OLD DELHI,2.5,146.44,22.56,22,Tourist Card,peak
103238,2022-09-07,NEW DELHI,LAXMI NAGAR,1.47,131.23,88.18,19,Tourist Card,maintenance
141347,2022-09-23,RAJIV CHOWK,KIRTI NAGAR,2.83,94.3,92.97,24,Smart Card,maintenance
107046,2023-03-26,CHANDNI CHOWK,LAXMI NAGAR,1.17,185.6,49.72,17,Tourist Card,weekend
145036,2024-04-13,CENTRAL SECRETARIAT,JANAKPURI WEST,5.03,120.99,15.76,14,Tourist Card,weekend
129059,2024-08-18,RAJIV CHOWK,CENTRAL SECRETARIAT,1.44,162.88,93.91,20,Single,maintenance
92719,2023-01-21,AIIMS,PUNJABI BAGH,1.32,84.45,24.19,21,Tourist Card,weekend
122186,2023-09-27,NEW DELHI,CENTRAL SECRETARIAT,17.38,96.0,84.9,30,Smart Card,festival
55668,2024-10-07,INDERLOK,LAXMI NAGAR,17.15,55.37,41.57,17,Single,off-peak
44596,2023-01-08,INDERLOK,KIRTI NAGAR,4.36,163.94,64.71,19,Smart Card,festival
135459,2022-04-28,CHANDNI CHOWK,RAJIV CHOWK,36.34,86.13,100.02,24,Smart Card,festival
109365,2024-05-26,DILSHAD GARDEN,SHIVAJI PARK,4.5,170.07,12.56,13,Tourist Card,maintenance
16673,2024-12-30,CENTRAL SECRETARIAT,PRAGATI MAIDAN,1.73,96.35,91.31,23,Tourist Card,festival
135078,2023-09-09,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,11.04,191.43,19.08,24,Tourist Card,festival
80255,2023-02-19,RAJIV CHOWK,JASOLA VIHAR,1.92,73.21,89.38,26,Tourist Card,maintenance
119877,2024-09-09,JANAKPURI WEST,KASHMERE GATE,3.56,149.73,56.65,15,Tourist Card,off-peak
104533,2024-07-18,MANDI HOUSE,LAXMI NAGAR,4.72,183.82,88.38,16,Tourist Card,weekend
134156,2023-02-19,RAJOURI GARDEN,KASHMERE GATE,6.52,68.28,88.33,18,Single,festival
3255,2023-01-05,LAXMI NAGAR,BARAKHAMBA ROAD,1.37,55.27,64.91,27,Smart Card,weekend
5155,2024-01-11,MANDI HOUSE,LAXMI NAGAR,2.0,69.98,18.61,23,Smart Card,maintenance
68024,2024-04-02,NEW DELHI,PUNJABI BAGH,3.85,98.65,40.29,20,Single,weekend
136851,2023-01-06,MANDI HOUSE,KASHMERE GATE,2.43,81.75,38.09,13,Single,off-peak
87872,2023-02-13,HAUZ KHAS,PRAGATI MAIDAN,5.58,180.92,31.24,17,Smart Card,weekend
44168,2022-05-03,JANAKPURI WEST,NOIDA CITY CENTRE,2.58,109.37,13.51,18,Single,festival
97394,2023-04-06,AIIMS,INDERLOK,3.12,14.03,54.27,20,Tourist Card,weekend
113574,2023-04-27,JANAKPURI WEST,KALKAJI MANDIR,5.49,99.37,42.08,21,Tourist Card,off-peak
118528,2023-08-04,LAXMI NAGAR,RAJIV CHOWK,1.75,39.91,19.69,20,Single,festival
32237,2022-04-29,NOIDA CITY CENTRE,RAJOURI GARDEN,21.29,15.51,114.97,14,Single,festival
97903,2024-09-14,CHANDNI CHOWK,KALKAJI MANDIR,3.32,163.47,83.48,18,Smart Card,festival
32774,2024-09-13,NEW DELHI,LAXMI NAGAR,36.41,189.08,108.04,21,Tourist Card,off-peak
82767,2024-06-22,NOIDA CITY CENTRE,NOIDA CITY CENTRE,4.12,46.68,22.13,25,Smart Card,peak
12067,2022-12-29,AIIMS,CENTRAL SECRETARIAT,7.16,41.75,98.35,13,Tourist Card,festival
4636,2024-11-08,MANDI HOUSE,INDERLOK,0.85,12.53,41.44,18,Single,festival
71750,2022-01-29,MANDI HOUSE,JASOLA VIHAR,1.3,66.0,93.23,16,Tourist Card,peak
73986,2024-06-14,KASHMERE GATE,KALKAJI MANDIR,8.0,126.27,106.93,28,Single,off-peak
104598,2024-03-02,RAJIV CHOWK,KIRTI NAGAR,4.3,69.26,108.91,21,Single,maintenance
138529,2022-05-13,RAJIV CHOWK,NEW DELHI,0.56,92.89,37.34,18,Smart Card,maintenance
59362,2024-05-31,RAJOURI GARDEN,CENTRAL SECRETARIAT,1.65,12.26,57.84,19,Smart Card,peak
44287,2024-05-13,NEW DELHI,PRAGATI MAIDAN,8.75,165.34,82.38,18,Tourist Card,weekend
142075,2024-03-19,DILSHAD GARDEN,RAJOURI GARDEN,0.99,148.93,71.84,22,Tourist Card,peak
73326,2022-11-22,RAJIV CHOWK,RAJOURI GARDEN,1.56,153.92,49.29,20,Smart Card,festival
108063,2024-01-08,NEW DELHI,HAUZ KHAS,2.22,143.93,33.01,17,Tourist Card,festival
82356,2022-03-13,KALKAJI MANDIR,JASOLA VIHAR,0.68,119.36,25.56,24,Single,peak
93678,2024-06-25,INDERLOK,BARAKHAMBA ROAD,2.24,69.0,89.76,21,Smart Card,weekend
134552,2023-01-26,LAXMI NAGAR,KIRTI NAGAR,6.33,26.28,90.21,17,Tourist Card,festival
45962,2022-11-09,RAJIV CHOWK,NEW DELHI,1.53,89.53,28.11,25,Single,weekend
13397,2023-08-24,NEW DELHI,CHANDNI CHOWK,3.7,111.1,47.79,16,Tourist Card,festival
40299,2022-10-09,RAJOURI GARDEN,NOIDA CITY CENTRE,9.88,151.71,111.78,21,Tourist Card,festival
111868,2024-08-13,MANDI HOUSE,INDERLOK,1.5899999999999999,14.53,101.23,8,Tourist Card,festival
15559,2024-10-04,CHANDNI CHOWK,MODEL TOWN,19.7,78.96,103.1,19,Smart Card,peak
130556,2024-07-17,NOIDA CITY CENTRE,OLD DELHI,1.8399999999999999,79.36,60.12,24,Smart Card,off-peak
135979,2022-05-10,DILSHAD GARDEN,JANAKPURI WEST,2.47,134.38,65.92,17,Tourist Card,peak
54068,2023-11-19,INDERLOK,NETAJI SUBHASH PLACE,4.8,95.32,69.15,19,Tourist Card,off-peak
117624,2023-11-18,NOIDA CITY CENTRE,SHIVAJI PARK,7.72,98.13,52.68,33,Smart Card,off-peak
63310,2024-10-26,NEW DELHI,PUNJABI BAGH,12.95,144.32,49.16,16,Smart Card,weekend
62412,2022-11-28,MANDI HOUSE,OLD DELHI,7.71,133.73,16.63,15,Tourist Card,festival
139335,2023-10-06,DILSHAD GARDEN,KASHMERE GATE,10.84,154.51,102.98,23,Smart Card,peak
127294,2022-02-22,HAUZ KHAS,PRAGATI MAIDAN,7.33,126.46,89.61,22,Tourist Card,festival
95211,2022-01-21,DILSHAD GARDEN,CENTRAL SECRETARIAT,3.75,42.49,114.04,20,Smart Card,peak
37725,2022-01-04,MANDI HOUSE,NEW DELHI,2.08,98.42,41.0,19,Single,festival
44411,2022-09-01,HAUZ KHAS,SHIVAJI PARK,8.28,58.74,26.16,13,Tourist Card,off-peak
34243,2023-02-27,RAJIV CHOWK,KIRTI NAGAR,1.74,27.98,30.54,14,Tourist Card,off-peak
96457,2022-11-20,MANDI HOUSE,JASOLA VIHAR,9.86,21.12,114.12,20,Tourist Card,peak
90610,2023-05-23,RAJOURI GARDEN,KIRTI NAGAR,5.44,182.65,10.74,20,Tourist Card,weekend
70631,2023-07-28,NOIDA CITY CENTRE,DILSHAD GARDEN,11.06,36.38,27.98,19,Smart Card,peak
33587,2022-11-20,NOIDA CITY CENTRE,OLD DELHI,3.25,127.36,47.22,21,Tourist Card,peak
11457,2023-04-09,NEW DELHI,BARAKHAMBA ROAD,10.74,127.05,101.85,16,Tourist Card,festival
36464,2022-04-17,MANDI HOUSE,KASHMERE GATE,1.57,26.23,31.39,15,Tourist Card,off-peak
52377,2022-06-27,JANAKPURI WEST,KASHMERE GATE,1.8599999999999999,139.26,12.84,12,Single,festival
110794,2022-08-11,CENTRAL SECRETARIAT,NETAJI SUBHASH PLACE,3.93,71.99,108.77,20,Tourist Card,off-peak
93653,2023-11-20,NEW DELHI,PUNJABI BAGH,0.64,116.93,35.16,15,Single,peak
51802,2022-05-21,NOIDA CITY CENTRE,RAJIV CHOWK,3.67,186.61,74.6,15,Tourist Card,weekend
100119,2024-03-09,CHANDNI CHOWK,PUNJABI BAGH,0.76,18.65,18.31,19,Smart Card,festival
94115,2022-01-22,JASOLA VIHAR,HAUZ KHAS,8.72,140.01,64.88,19,Tourist Card,weekend
43707,2022-01-07,CENTRAL SECRETARIAT,KASHMERE GATE,12.65,174.09,25.82,18,Tourist Card,off-peak
49673,2023-05-31,NOIDA CITY CENTRE,INDERLOK,0.64,116.24,11.81,19,Tourist Card,festival
79176,2022-12-04,LAXMI NAGAR,NETAJI SUBHASH PLACE,12.14,23.81,48.27,21,Tourist Card,peak
66757,2024-07-24,MANDI HOUSE,BARAKHAMBA ROAD,14.31,129.37,42.9,14,Smart Card,maintenance
122709,2023-07-07,RAJIV CHOWK,NOIDA CITY CENTRE,5.42,119.8,42.24,18,Single,festival
83511,2023-08-24,CENTRAL SECRETARIAT,JASOLA VIHAR,6.9,14.48,48.79,17,Smart Card,peak
138474,2022-12-13,DILSHAD GARDEN,NEW DELHI,0.65,76.81,112.75,20,Single,weekend
145577,2023-05-02,CHANDNI CHOWK,KASHMERE GATE,0.52,32.94,119.95,16,Smart Card,peak
59829,2024-09-09,RAJIV CHOWK,OLD DELHI,6.8100000000000005,184.32,116.98,17,Smart Card,peak
7447,2023-09-03,AIIMS,OLD DELHI,5.57,109.19,97.68,19,Single,festival
94556,2024-11-26,MANDI HOUSE,JASOLA VIHAR,2.2800000000000002,44.76,92.68,26,Smart Card,festival
96089,2023-07-18,JANAKPURI WEST,MANDI HOUSE,5.93,50.9,98.26,21,Tourist Card,festival
50312,2022-09-09,HAUZ KHAS,BARAKHAMBA ROAD,18.28,15.92,76.8,18,Tourist Card,maintenance
78989,2023-10-29,INDERLOK,JANAKPURI WEST,4.02,100.49,56.71,14,Single,peak
129360,2023-03-13,LAXMI NAGAR,KASHMERE GATE,7.58,10.49,97.46,20,Tourist Card,festival
76593,2024-04-05,JASOLA VIHAR,RAJOURI GARDEN,1.6600000000000001,162.69,114.98,20,Smart Card,festival
114846,2022-03-24,NEW DELHI,INDERLOK,9.69,72.68,57.18,14,Tourist Card,festival
69748,2023-01-27,MANDI HOUSE,JASOLA VIHAR,3.6,161.38,39.32,16,Single,peak
77448,2022-04-26,RAJIV CHOWK,RAJOURI GARDEN,2.44,101.78,11.97,21,Tourist Card,maintenance
101875,2022-01-07,NOIDA CITY CENTRE,SHIVAJI PARK,0.78,58.45,50.11,19,Tourist Card,maintenance
93142,2023-08-30,NEW DELHI,NOIDA CITY CENTRE,11.06,168.57,48.62,24,Tourist Card,festival
98825,2024-11-21,HAUZ KHAS,AIIMS,8.43,192.0,20.52,28,Single,maintenance
17525,2022-07-22,RAJIV CHOWK,DILSHAD GARDEN,5.55,66.22,49.83,17,Tourist Card,maintenance
9771,2024-04-18,RAJOURI GARDEN,OLD DELHI,26.29,81.93,111.71,19,Tourist Card,festival
437,2022-03-21,JANAKPURI WEST,SHIVAJI PARK,2.31,166.82,86.75,12,Smart Card,weekend
9999,2023-03-12,CENTRAL SECRETARIAT,OLD DELHI,0.55,159.92,100.53,17,Smart Card,festival
10037,2024-09-05,CENTRAL SECRETARIAT,DILSHAD GARDEN,3.6,76.64,61.01,22,Single,festival
77792,2022-12-24,JANAKPURI WEST,MODEL TOWN,1.05,120.42,45.6,20,Smart Card,festival
29062,2022-06-14,CHANDNI CHOWK,SHIVAJI PARK,20.87,54.92,101.7,13,Tourist Card,festival
439,2024-02-13,JASOLA VIHAR,BARAKHAMBA ROAD,6.8100000000000005,11.18,95.44,24,Smart Card,weekend
79366,2024-05-04,MANDI HOUSE,PUNJABI BAGH,3.7199999999999998,197.51,42.9,21,Single,off-peak
51289,2023-11-27,KASHMERE GATE,KIRTI NAGAR,3.67,57.9,94.59,23,Smart Card,weekend
111651,2022-09-26,AIIMS,KASHMERE GATE,4.63,30.51,98.35,15,Smart Card,festival
31399,2022-07-04,LAXMI NAGAR,CHANDNI CHOWK,5.15,158.13,48.04,17,Single,maintenance
8955,2023-01-07,NEW DELHI,KIRTI NAGAR,0.92,190.08,75.16,22,Smart Card,off-peak
60762,2024-05-23,KASHMERE GATE,BARAKHAMBA ROAD,6.67,107.51,89.98,17,Smart Card,peak
38140,2024-03-06,CENTRAL SECRETARIAT,KASHMERE GATE,6.41,137.11,7.39,33,Tourist Card,off-peak
113450,2022-06-06,MANDI HOUSE,INDERLOK,4.7,162.19,35.46,16,Tourist Card,weekend
22385,2022-08-22,JANAKPURI WEST,SHIVAJI PARK,4.47,37.31,10.55,24,Tourist Card,weekend
147337,2022-06-04,NOIDA CITY CENTRE,SHIVAJI PARK,2.39,107.25,14.15,21,Tourist Card,off-peak
146943,2024-04-29,NEW DELHI,PRAGATI MAIDAN,6.27,93.26,114.93,19,Tourist Card,maintenance
34740,2023-06-25,RAJIV CHOWK,JASOLA VIHAR,1.3900000000000001,50.82,89.77,23,Single,off-peak
32719,2022-04-19,KALKAJI MANDIR,JANAKPURI WEST,6.3,190.98,6.39,25,Tourist Card,festival
45367,2024-03-09,JASOLA VIHAR,KASHMERE GATE,7.72,146.63,102.98,26,Tourist Card,festival
30911,2022-06-13,AIIMS,SHIVAJI PARK,4.09,182.56,107.59,15,Smart Card,festival
32763,2022-04-10,MANDI HOUSE,LAXMI NAGAR,5.49,96.66,60.19,20,Single,festival
90039,2023-02-02,RAJOURI GARDEN,KALKAJI MANDIR,6.62,53.75,9.12,21,Tourist Card,peak
102312,2022-04-30,LAXMI NAGAR,SHIVAJI PARK,2.22,57.1,9.87,15,Tourist Card,off-peak
80970,2023-06-27,RAJOURI GARDEN,AIIMS,10.8,196.62,61.52,12,Tourist Card,festival
110375,2024-04-23,HAUZ KHAS,MODEL TOWN,8.52,68.26,76.27,20,Single,festival
81251,2023-05-19,NOIDA CITY CENTRE,BARAKHAMBA ROAD,6.8,57.23,115.63,16,Smart Card,maintenance
76075,2023-05-20,HAUZ KHAS,CENTRAL SECRETARIAT,2.16,29.58,6.08,25,Single,off-peak
143226,2023-11-17,HAUZ KHAS,HAUZ KHAS,4.97,35.26,116.4,21,Single,peak
60203,2022-06-24,RAJIV CHOWK,NOIDA CITY CENTRE,5.01,199.05,80.3,18,Smart Card,peak
86899,2022-12-07,KASHMERE GATE,PUNJABI BAGH,2.7800000000000002,162.57,69.6,24,Single,festival
96316,2022-08-02,RAJOURI GARDEN,OLD DELHI,1.72,165.1,52.13,30,Tourist Card,festival
61524,2024-08-29,NOIDA CITY CENTRE,NEW DELHI,7.2,48.59,68.53,19,Single,festival
104034,2022-08-15,DILSHAD GARDEN,RAJOURI GARDEN,3.39,148.96,69.64,14,Tourist Card,peak
1944,2024-02-14,RAJIV CHOWK,CHANDNI CHOWK,3.9699999999999998,157.33,68.7,33,Tourist Card,festival
10057,2023-05-06,KASHMERE GATE,LAXMI NAGAR,5.06,22.54,100.25,26,Tourist Card,weekend
114455,2023-05-12,KALKAJI MANDIR,JASOLA VIHAR,0.73,20.71,102.1,22,Smart Card,festival
87218,2024-12-10,CENTRAL SECRETARIAT,SHIVAJI PARK,1.07,111.5,46.16,12,Tourist Card,maintenance
104973,2023-09-12,RAJIV CHOWK,PRAGATI MAIDAN,6.63,75.33,14.55,21,Tourist Card,maintenance
129219,2022-09-25,DILSHAD GARDEN,CENTRAL SECRETARIAT,0.89,119.73,67.9,16,Tourist Card,off-peak
101456,2023-09-16,RAJIV CHOWK,MODEL TOWN,0.8200000000000001,149.23,100.37,18,Single,weekend
14166,2023-06-02,RAJIV CHOWK,CHANDNI CHOWK,3.86,134.99,60.39,23,Smart Card,maintenance
57051,2022-12-11,NEW DELHI,JANAKPURI WEST,1.46,135.72,5.98,22,Tourist Card,festival
45990,2023-08-24,JANAKPURI WEST,PUNJABI BAGH,0.62,108.65,68.19,19,Tourist Card,weekend
46913,2024-05-04,RAJOURI GARDEN,LAXMI NAGAR,8.11,40.6,89.54,26,Tourist Card,maintenance
128205,2024-11-19,NOIDA CITY CENTRE,NETAJI SUBHASH PLACE,4.04,162.68,109.51,19,Single,festival
144169,2022-10-29,RAJIV CHOWK,KIRTI NAGAR,4.68,47.23,75.04,18,Tourist Card,festival
114892,2022-10-14,RAJIV CHOWK,OLD DELHI,1.76,99.39,6.37,19,Smart Card,off-peak
15986,2022-12-29,NOIDA CITY CENTRE,LAXMI NAGAR,0.75,164.69,61.23,24,Tourist Card,festival
94613,2024-10-19,AIIMS,MODEL TOWN,1.9,64.82,63.28,17,Smart Card,off-peak
105086,2023-10-17,RAJIV CHOWK,CENTRAL SECRETARIAT,9.34,99.29,48.41,12,Tourist Card,festival
25027,2023-05-03,RAJIV CHOWK,JASOLA VIHAR,5.55,101.48,66.67,18,Tourist Card,festival
104089,2022-11-02,RAJIV CHOWK,MODEL TOWN,2.33,46.97,42.0,17,Single,weekend
148037,2024-10-29,MANDI HOUSE,MODEL TOWN,0.52,185.25,78.47,14,Tourist Card,off-peak
74215,2022-10-31,JANAKPURI WEST,BARAKHAMBA ROAD,24.82,71.7,114.7,16,Tourist Card,maintenance
35013,2024-10-12,MANDI HOUSE,RAJIV CHOWK,7.49,84.17,11.02,18,Tourist Card,festival
88607,2024-07-09,RAJIV CHOWK,SHIVAJI PARK,1.43,171.83,54.61,22,Tourist Card,peak
64242,2023-03-23,KALKAJI MANDIR,MANDI HOUSE,5.65,72.99,119.31,18,Single,off-peak
66725,2023-08-28,NOIDA CITY CENTRE,MANDI HOUSE,2.52,105.38,65.43,32,Tourist Card,weekend
145097,2023-11-24,JASOLA VIHAR,MODEL TOWN,5.72,193.94,38.1,22,Smart Card,weekend
15548,2022-09-24,HAUZ KHAS,SHIVAJI PARK,0.85,138.87,50.01,20,Tourist Card,off-peak
70190,2023-01-06,JASOLA VIHAR,CHANDNI CHOWK,2.37,34.55,109.11,18,Single,maintenance
49101,2024-09-08,NOIDA CITY CENTRE,LAXMI NAGAR,4.16,23.64,108.09,21,Tourist Card,festival
42861,2022-12-14,INDERLOK,BARAKHAMBA ROAD,1.25,153.06,98.63,23,Single,peak
120583,2024-03-01,NEW DELHI,KASHMERE GATE,0.6000000000000001,160.45,68.48,21,Tourist Card,festival
8839,2024-10-04,JASOLA VIHAR,DILSHAD GARDEN,6.46,193.31,17.13,20,Tourist Card,festival
53300,2023-12-20,RAJOURI GARDEN,RAJIV CHOWK,6.3,93.69,19.96,14,Tourist Card,maintenance
125122,2024-08-12,NOIDA CITY CENTRE,NOIDA CITY CENTRE,5.05,54.13,33.16,18,Smart Card,peak
53227,2023-07-08,RAJOURI GARDEN,NEW DELHI,1.51,44.64,115.24,28,Smart Card,weekend
66499,2024-09-08,NEW DELHI,CHANDNI CHOWK,4.87,43.93,98.81,24,Single,festival
40238,2024-09-24,JANAKPURI WEST,HAUZ KHAS,6.23,173.57,85.63,20,Tourist Card,festival
80266,2024-05-23,NOIDA CITY CENTRE,LAXMI NAGAR,5.77,172.0,116.53,25,Tourist Card,off-peak
8668,2022-07-14,MODEL TOWN,CENTRAL SECRETARIAT,2.1,174.0,114.72,17,Single,peak
50876,2023-03-12,HAUZ KHAS,CHANDNI CHOWK,10.03,102.0,96.21,21,Tourist Card,off-peak
92102,2023-07-28,NOIDA CITY CENTRE,KIRTI NAGAR,1.43,172.62,35.75,17,Single,festival
54443,2024-10-29,HAUZ KHAS,INDERLOK,0.64,48.32,35.15,19,Tourist Card,peak
143888,2024-08-21,KASHMERE GATE,CENTRAL SECRETARIAT,4.12,67.63,16.53,21,Smart Card,festival
32907,2023-12-17,JANAKPURI WEST,PUNJABI BAGH,1.7000000000000002,25.29,99.9,21,Smart Card,festival
83498,2023-07-12,NOIDA CITY CENTRE,RAJOURI GARDEN,1.26,62.81,108.89,14,Tourist Card,peak
90550,2024-10-05,RAJOURI GARDEN,HAUZ KHAS,3.49,171.56,30.3,16,Smart Card,peak
148954,2022-05-18,NEW DELHI,RAJOURI GARDEN,1.94,52.76,76.07,28,Single,off-peak
81191,2023-09-30,KASHMERE GATE,AIIMS,3.7199999999999998,192.98,34.49,24,Smart Card,festival
4251,2023-02-18,NOIDA CITY CENTRE,KALKAJI MANDIR,4.69,76.3,39.09,32,Smart Card,weekend
106286,2024-08-01,CHANDNI CHOWK,NEW DELHI,4.19,97.96,105.49,21,Tourist Card,maintenance
76746,2022-11-22,RAJIV CHOWK,CHANDNI CHOWK,9.5,35.82,104.15,16,Smart Card,festival
39941,2024-09-10,NEW DELHI,JASOLA VIHAR,4.0,112.84,29.72,23,Single,weekend
4060,2024-12-22,NEW DELHI,OLD DELHI,0.86,70.37,68.06,19,Smart Card,festival
132515,2022-11-05,RAJIV CHOWK,MANDI HOUSE,3.5,75.58,97.64,16,Single,festival
143952,2024-05-03,NOIDA CITY CENTRE,RAJIV CHOWK,1.43,118.92,96.28,18,Smart Card,festival
93880,2023-12-06,INDERLOK,PRAGATI MAIDAN,11.46,119.39,49.49,20,Smart Card,weekend
108563,2024-03-20,NOIDA CITY CENTRE,PRAGATI MAIDAN,9.72,110.27,99.5,18,Tourist Card,festival
81788,2023-06-04,RAJIV CHOWK,KALKAJI MANDIR,11.56,196.9,99.64,18,Smart Card,festival
100086,2024-05-04,NOIDA CITY CENTRE,NOIDA CITY CENTRE,10.42,193.27,69.79,22,Single,weekend
62998,2024-06-23,RAJIV CHOWK,JASOLA VIHAR,1.72,49.37,24.67,20,Tourist Card,peak
146702,2024-02-25,HAUZ KHAS,DILSHAD GARDEN,9.34,21.77,110.42,25,Smart Card,peak
83380,2022-01-08,NOIDA CITY CENTRE,KASHMERE GATE,3.03,142.58,65.17,18,Single,weekend
74184,2024-05-21,CENTRAL SECRETARIAT,KASHMERE GATE,5.09,118.45,77.42,15,Tourist Card,off-peak
32497,2022-11-01,RAJIV CHOWK,RAJIV CHOWK,13.4,104.29,33.85,27,Single,off-peak
64531,2023-11-24,JASOLA VIHAR,NOIDA CITY CENTRE,0.96,71.21,23.1,20,Tourist Card,off-peak
88304,2023-08-14,NEW DELHI,LAXMI NAGAR,2.08,117.91,68.56,12,Tourist Card,off-peak
47229,2024-08-10,CENTRAL SECRETARIAT,HAUZ KHAS,2.08,168.45,80.11,20,Tourist Card,festival
100620,2023-08-01,NEW DELHI,SHIVAJI PARK,5.5600000000000005,110.27,31.87,16,Tourist Card,maintenance
36171,2022-08-21,MODEL TOWN,JASOLA VIHAR,2.86,193.69,37.94,24,Smart Card,weekend
89823,2023-01-06,MODEL TOWN,SHIVAJI PARK,8.84,165.56,17.04,15,Tourist Card,peak
38278,2024-04-30,NEW DELHI,INDERLOK,2.7199999999999998,196.57,64.95,18,Single,festival
46592,2023-06-10,NEW DELHI,NOIDA CITY CENTRE,8.1,78.77,62.31,19,Tourist Card,maintenance
117630,2023-12-12,HAUZ KHAS,RAJOURI GARDEN,4.08,13.07,80.23,22,Single,off-peak
68199,2022-10-04,CHANDNI CHOWK,INDERLOK,5.95,25.53,68.65,24,Tourist Card,festival
145021,2024-03-18,KALKAJI MANDIR,DILSHAD GARDEN,12.6,118.43,91.91,25,Tourist Card,weekend
130386,2022-02-10,NEW DELHI,KALKAJI MANDIR,5.34,52.08,53.46,17,Smart Card,peak
2618,2022-10-24,RAJIV CHOWK,PRAGATI MAIDAN,0.53,97.51,110.54,26,Smart Card,maintenance
143212,2022-05-23,RAJOURI GARDEN,JANAKPURI WEST,11.42,145.42,48.84,13,Tourist Card,peak
75731,2022-04-16,NOIDA CITY CENTRE,KALKAJI MANDIR,7.78,195.96,103.84,17,Single,peak
52172,2022-02-15,NEW DELHI,PUNJABI BAGH,3.2,178.01,98.64,15,Tourist Card,off-peak
31124,2023-02-04,KALKAJI MANDIR,HAUZ KHAS,5.07,129.81,92.48,17,Tourist Card,festival
22019,2024-11-17,AIIMS,PUNJABI BAGH,2.56,130.29,32.32,29,Tourist Card,off-peak
83943,2023-08-29,CENTRAL SECRETARIAT,KALKAJI MANDIR,14.33,77.51,14.77,20,Tourist Card,off-peak
101876,2023-07-07,RAJIV CHOWK,RAJIV CHOWK,2.23,171.66,13.35,23,Tourist Card,peak
8602,2024-02-21,RAJIV CHOWK,DILSHAD GARDEN,3.1,29.28,63.35,16,Smart Card,festival
111971,2024-08-09,LAXMI NAGAR,SHIVAJI PARK,14.23,104.25,63.72,16,Tourist Card,festival
145050,2024-12-18,MANDI HOUSE,CHANDNI CHOWK,8.02,13.1,79.41,26,Smart Card,off-peak
